locomotion_mode,terrain_info,walk_speed_info,gait_phase,gait_percentage,left_accel_x,left_accel_y,left_accel_z,left_gyro_x,left_gyro_y,left_gyro_z,right_accel_x,right_accel_y,right_accel_z,right_gyro_x,right_gyro_y,right_gyro_z,left_hip_angle,left_knee_angle,right_hip_angle,right_knee_angle,left_hip_angle_vel,left_knee_angle_vel,right_hip_angle_vel,right_knee_angle_vel
202,-10,1.1,4,0,1534.953055,-8971.234222,41.33333333,484.8739403,1201.866624,1817.062924,-4016,-7160,48,-895,216,2128,60,64.92313908,59.76,66.09300659,0,-0.046860923,0,0.062463379
202,-10,1.1,4,0,1599.234901,-9027.579556,266.6666667,425.7479731,1012.616774,1260.400339,-3958,-7456,104,-887,226,2031,60,64.82425173,59.76,66.12,0,-0.098887346,0,0.026993408
202,-10,1.1,4,0,1682,-9108,388,345,826,679,-3582.939759,-7222.32108,319.4920767,-929.5,277.1648352,2032.366091,60,64.77630903,59.76,66.12,0,-0.047942699,0,0
202,-10,1.1,4,0,1820,-9282,218,194,652,34,-3254,-6936,494,-972,322,2036,60,64.73889784,59.76,66.12,0,-0.037411191,0,0
202,-10,1.1,4,0,1908.946105,-9078.076087,139.5192308,64.12627907,526.8074177,-407.0959462,-3394.2848,-6840.466228,250.8148148,-968.6879174,323.8294501,2088.830654,60,64.70228395,59.76,66.12,0,-0.036613886,0,0
202,-10,1.1,4,0,1982,-8698,74,-41,416,-744,-3695.014045,-6773.344225,-200.8148148,-959.8202793,324.7016352,2182.193105,60,64.66191113,59.7844043,66.15253906,0,-0.040372829,0.024404297,0.032539063
202,-10,1.1,4,0,2067.334459,-8165.923913,4.896656535,-106.7158966,314.7643021,-1048.663446,-3976,-6748,-444,-947,326,2232,60,64.61387291,59.81940159,66.19920212,0,-0.048038221,0.034997291,0.046663054
202,-10,1.1,4,0,2116,-7810,-106,-173,192,-1208,-4170,-7068,-274,-918,329,2159,60,64.52651299,59.77714635,66.1428618,0,-0.087359915,-0.042255241,-0.056340322
202,-10,1.1,4,0,-1639,-18548,-1043.896657,-288.3440972,-115.4947368,-794.5,-3884,-7180,-46,-900,356,2098,60,64.46042206,59.76,66.12,0,-0.066090933,-0.017146346,-0.022861795
202,-10,1.1,4,0,-5394,-29286,-1900,-417,-344,-381,-3226,-7664,282,-906,382,2082,60,64.42028984,59.76,66.12,0,-0.040132213,0,0
