locomotion_mode,terrain_info,walk_speed_info,gait_phase,gait_percentage,left_accel_x,left_accel_y,left_accel_z,left_gyro_x,left_gyro_y,left_gyro_z,right_accel_x,right_accel_y,right_accel_z,right_gyro_x,right_gyro_y,right_gyro_z,left_hip_angle,left_knee_angle,right_hip_angle,right_knee_angle,left_hip_angle_vel,left_knee_angle_vel,right_hip_angle_vel,right_knee_angle_vel
201,5,0.7,4,98.18880351,-346,-8787.7011,-1235.774354,2015.974185,-306.6029412,4533.868054,-2253,-7815,403.8043478,-194.873212,98.5371007,294.9819323,59.76,65.04,59.88,65.91,0,0,0,0
201,5,0.7,4,98.24368825,-314,-8874,-1316,1981,-352,4613,-2726,-7616,258,-248,112,342,59.79,65.075,59.88,65.91,0.03,0.035,0,0
201,5,0.7,4,98.298573,-364,-9087.784285,-1315.546961,1944.893952,-324.7240511,4666.181818,-2698.607759,-7623.19808,280.1875,-266.797971,118.2895896,374.5640352,59.82,65.11,59.88,65.91,0.03,0.035,0,0
201,5,0.7,4,98.35345774,-414,-9330,-1314,1909,-265,4691,-2627.12069,-7644.361546,329,-279.089158,122.4216642,404.5291424,59.82,65.11,59.88,65.91,0,0,0,0
201,5,0.7,4,98.40834248,-378,-9492,-1270,1872,-158,4655,-2527.573276,-7678.84424,377.8125,-289.585766,126.3429067,426.4796784,59.82,65.11,59.88,65.91,0,0,0,0
201,5,0.7,4,98.46322722,-434,-9774,-1186,1772,93,4553,-2416,-7726,400,-303,132,435,59.82,65.11,59.88,65.91,0,0,0,0
201,5,0.7,4,98.51811196,-360,-9904,-1166,1674,295,4477,-2212.939655,-7952.319227,278,-325.4088907,144.7934783,428,59.85,65.11,59.88,65.91,0.03,0,0,0
201,5,0.7,4,98.57299671,-200,-10014,-1152,1515,641,4267,-2066,-8152,156,-342,154,421,59.88,65.11048384,59.88,65.91,0.03,0.000483837,0,0
201,5,0.7,4,98.62788145,88.405512,-9986,-1136.091847,1373.912032,905.4038678,4025.00902,-2404,-7878,334,-345,141,457,59.88,65.15157204,59.88,65.91,0,0.0410882,0,0
201,5,0.7,4,98.68276619,480.3140108,-9934,-1114.042281,1240.843068,1132.372419,3754.04224,-2868,-7720,346,-398,163,484,59.88371483,65.2074021,59.88,65.91,0.003714834,0.05583006,0,0
201,5,0.7,4,98.73765093,892,-9906,-1072,1104,1329,3436,-2600,-7960,306,-436.7820484,205.1186441,461.5,59.90592036,65.2703514,59.88,65.91,0.022205526,0.062949301,0,0
201,5,0.7,4,98.79253568,1310,-10174,-784,957,1490,3011,-2332,-8200,266,-469,234,439,59.93113115,65.34084564,59.88,65.94808467,0.025210786,0.070494238,0,0.038084673
201,5,0.7,4,98.84742042,1911.595376,-9919.865927,-573.2790937,818.833704,1537.776576,2607.665162,-2487,-7989,362,-494.7475327,226.5,459,59.94,65.41448001,59.88,65.97732139,0.008868854,0.073634371,0,0.029236719
201,5,0.7,4,98.90230516,2512,-9408,-468,682,1556,2207,-2642,-7778,458,-522,219,479,59.94,65.48875776,59.88,65.92460411,0,0.074277747,0,-0.052717281
201,5,0.7,4,98.9571899,2964.024066,-8608.318913,-619.7477798,531.4167551,1430.246207,1787.668552,-2355,-8013,401.2363014,-563.4970556,265.8118812,459,59.94,65.63945058,59.88,65.92460411,0,0.150692828,0,-1.42E-14
201,5,0.7,4,99.01207464,3314,-7832,-816,397,1216,1374,-2068,-8248,308,-612,315,439,59.94,65.88705395,59.88,65.97732139,0,0.247603371,0,0.052717281
201,5,0.7,4,99.06695939,3536,-7478,-880,307,1033,990,-2266,-8001.51014,218.7636986,-658.8842401,317.3445359,522.5,59.97,65.9478071,59.88,65.98,0.03,0.060753144,0,0.002678608
201,5,0.7,4,99.12184413,3965.054249,-7332.315898,-816.0263158,232.9168577,783.1620405,573.5056537,-2464,-7748,166,-712,320,615,60,65.99494792,59.88,65.98,0.03,0.047140817,0,0
201,5,0.7,4,99.17672887,4316,-7196,-744,172,493,133,-2390,-7740,220,-783,387,626,60,66.1025,59.88,65.98,0,0.107552083,0,0
201,5,0.7,4,99.23161361,4392,-6922,-734,128,176,-337,-2221.354065,-7836.267554,158,-819.2156359,383.5,699.6508894,60,66.12,59.88,65.98,0,0.0175,0,0
201,5,0.7,4,99.28649835,4438,-6644,-780,116,-59,-606,-2100,-8002,96,-848,380,801,60,66.12,59.88,65.98,0,0,0,0
201,5,0.7,4,99.3413831,4369.269934,-6707.962001,-885.7728557,96.51985651,-401.6413032,-874.3149669,-2124,-8148,204,-879,457,866,60.00886885,66.12,59.88,65.98,0.008868854,0,0,0
