locomotion_mode,terrain_info,walk_speed_info,gait_phase,gait_percentage,left_accel_x,left_accel_y,left_accel_z,left_gyro_x,left_gyro_y,left_gyro_z,right_accel_x,right_accel_y,right_accel_z,right_gyro_x,right_gyro_y,right_gyro_z,left_hip_angle,left_knee_angle,right_hip_angle,right_knee_angle,left_hip_angle_vel,left_knee_angle_vel,right_hip_angle_vel,right_knee_angle_vel
302,-33,0.9,1,0,4552,-6110,-444,792,190,3065,-2128.232558,-7831,1154.117834,-166.5748386,14.54850746,717,62.9209375,70.2459375,59.7,66.2,-0.056054688,0.072070313,0,0
302,-33,0.9,1,0.403225806,4252,-6198,-450,727,153,3007,-2268,-7792,1222,-163,24,709,62.91,70.24132541,59.7,66.2,-0.0109375,-0.004612093,0,0
302,-33,0.9,1,0.806451613,4174.580205,-6279.388399,-468.0769231,685.1092313,134.3747987,3009.615385,-2177.777778,-7815.851852,1207.481481,-155.9565726,27.5063571,712.0346476,62.91,70.17545191,59.7,66.2,0,-0.065873492,0,0
302,-33,0.9,1,1.209677419,4146,-6376,-482,648,115,3015,-2010.222222,-7860.148148,1180.518519,-148.1594829,30.03095633,719.5137395,62.8744043,70.11368224,59.7,66.2,-0.035595703,-0.061769671,0,0
302,-33,0.9,1,1.612903226,4224,-6557.316976,-371.738,608.2660026,63.43090266,3025.384615,-1920,-7884,1166,-144,31,729,62.85,70.09,59.7,66.2,-0.024404297,-0.023682244,0,0
302,-33,0.9,1,2.016129032,4302,-6734,-200,563,15,3033,-2143.125,-7836,1239,-143.2807692,17,747.4193548,62.85,70.09,59.7,66.2,0,0,0,0
302,-33,0.9,1,2.419354839,4150.234421,-6826.070361,-60.262,499.0307908,-3.81496063,2990.725291,-2430,-7788,1312,-143,3,761,62.83376465,70.09,59.7,66.2,-0.016235352,0,0,0
302,-33,0.9,1,2.822580645,3916,-6892,18,429,-12,2928,-2539.948441,-7794,1274.691375,-147.5,31.5,724.993553,62.78078613,70.09,59.7,66.2,-0.052978516,0,0,0
302,-33,0.9,1,3.225806452,3745.492851,-6934.193357,-11.4,358.8893399,13.33695652,2887.907239,-2600,-7800,1218,-152,60,671,62.78,70.04253906,59.7,66.24152832,-0.000786133,-0.047460938,0,0.04152832
302,-33,0.9,1,3.629032258,3628,-6982,-66,306,51,2861,-2618,-7762,1184,-146,47,640,62.77422959,70.01659475,59.69505394,66.26422959,-0.005770405,-0.025944314,-0.004946061,0.022701275
