locomotion_mode,terrain_info,walk_speed_info,gait_phase,gait_percentage,left_accel_x,left_accel_y,left_accel_z,left_gyro_x,left_gyro_y,left_gyro_z,right_accel_x,right_accel_y,right_accel_z,right_gyro_x,right_gyro_y,right_gyro_z,left_hip_angle,left_knee_angle,right_hip_angle,right_knee_angle,left_hip_angle_vel,left_knee_angle_vel,right_hip_angle_vel,right_knee_angle_vel
202,-5,1.1,4,0,-58,-5844,-392,2342,68,4094,-3043.433047,-7769.059861,138.0740741,-222.2322221,53.56266278,281.0659484,59.88,65.49587623,60.12,65.56000407,0.011316872,0.012673212,0,0.020004071
202,-5,1.1,4,0,-112,-6736,-824,2320,70,4488,-2963.310538,-7772.341944,11.92592593,-229.7000667,58.01421445,230.1146984,59.88,65.60303226,60.12,65.60930185,0,0.107156026,0,0.049297781
202,-5,1.1,4,0,-176.9927528,-7320.85722,-1050.118742,2286.617568,92.53562439,4770.763783,-2862,-7778,-56,-239,65,193,59.88,65.64996006,60.12,65.61,0,0.046927799,0,0.000698148
202,-5,1.1,4,0,-252.0387656,-7790.049185,-1214.250063,2242.982094,147.291478,5005.614168,-2678.110331,-7886.724323,-23,-253.7078666,102.033671,174.6053736,59.88257813,65.71024359,60.12,65.61,0.002578125,0.060283533,0,0
202,-5,1.1,4,0,-342,-8222,-1352,2191,225,5198,-2524,-7992,10,-269,135,166,59.930625,65.88091012,60.12,65.61,0.048046875,0.170666536,0,0
202,-5,1.1,4,0,-499.7598748,-8670.516082,-1500.106981,2116.251932,388.7166114,5377.458676,-2499.314144,-7813,-9,-277.4375,115.5,243.0804878,59.94,65.91,60.12,65.61,0.009375,0.029089875,0,0
202,-5,1.1,4,0,-608,-9022,-1580,2042,638,5478,-2474,-7634,-28,-287,96,335,59.94,65.91,60.12,65.61,0,0,0,0
202,-5,1.1,4,0,-472.2377948,-9205.089376,-1571.076969,2002.402473,947.7680801,5489.783784,-2246.79668,-7814,195,-307.2251229,110.5,352.75735,59.94,65.91,60.12,65.61,0,0,0,0
202,-5,1.1,4,0,-234,-9376,-1542,1956,1320,5494,-2042,-7994,418,-341,125,371,59.94178243,65.91,60.12,65.61592593,0.001782427,0,0,0.005925926
202,-5,1.1,4,0,-12,-9652,-1150,1828,1743,5476,-2434,-7822,374,-409,118,441,59.98244068,65.91,60.12,65.67491084,0.04065825,0,0,0.058984911
202,-5,1.1,4,0,206.0859505,-9923.02137,-897.1815188,1677.80929,2037.997768,5408.894291,-2501.289572,-7847.101351,346.826087,-470.7871591,141.75,485.0249446,60.02628409,65.95000814,60.12,65.69,0.043843415,0.040008142,0,0.015089163
202,-5,1.1,4,0,446,-10104,-754,1535,2233,5296,-2542,-7902,334,-531,173,527,60.05960297,66.0486037,60.12,65.69,0.033318879,0.098595563,0,0
202,-5,1.1,4,0,758,-10150,-720,1429,2318,5134,-2590,-8000,342,-593,184,586,60.06,66.02620305,60.12,65.69,0.00039703,-0.022400656,0,0
