locomotion_mode,terrain_info,walk_speed_info,gait_phase,gait_percentage,left_accel_x,left_accel_y,left_accel_z,left_gyro_x,left_gyro_y,left_gyro_z,right_accel_x,right_accel_y,right_accel_z,right_gyro_x,right_gyro_y,right_gyro_z,left_hip_angle,left_knee_angle,right_hip_angle,right_knee_angle,left_hip_angle_vel,left_knee_angle_vel,right_hip_angle_vel,right_knee_angle_vel
302,-33,0.9,2,0,1940,-7898,914,-105,-77,-502,-1328,-5476,474,1437,-60,-560,61.50684435,68.67067926,59.60725447,66.89697305,0.011617963,0.013277672,0.024384771,0.09994255
302,-33,0.9,2,0,1943,-7885.134529,847.3240223,-118.6222881,-67,-560.754087,-1368,-5316,218,1596,63,-839,61.51941721,68.68504824,59.63107973,66.98770701,0.012572864,0.014368987,0.023825255,0.090733961
302,-33,0.9,2,0,1946,-7860,790,-132,-57,-635,-1150,-5088,38,1812,279,-1212,61.5314759,68.6988296,59.65361588,67.06653166,0.012058686,0.013781356,0.022536152,0.078824651
302,-33,0.9,2,0,1894,-7828,888,-147,-66,-680,-1004,-5060,-28,1955,395,-1417,61.54155133,68.71034438,59.67863443,67.14398272,0.01007543,0.011514777,0.025018556,0.077451052
302,-33,0.9,2,0,1730,-7834,1042,-179,-79,-780,-876,-5402,-68,2162,539,-1705,61.54817443,68.71791363,59.70577532,67.219635,0.006623096,0.007569252,0.027140884,0.075652281
302,-33,0.9,2,0,1546,-7650,1000,-234,-122,-873,-850,-5610,-52,2302,608,-1882,61.54965967,68.72,59.73413339,67.29155972,0.001485241,0.002086371,0.028358074,0.071924719
302,-33,0.9,2,0,1156,-7966,1244,-287,-152,-1033,-820,-5802,-24,2516,668,-2091,61.53946153,68.72,59.76280352,67.35782808,-0.010198132,0,0.028670125,0.066268366
302,-33,0.9,2,0,1256.811977,-7904.8125,994.2827988,-314.5777987,-136.5,-1216.564219,-910,-5836,-56,2655,692,-2201,61.52033855,68.72,59.79088056,67.41651131,-0.019122984,0,0.028077038,0.058683223
302,-33,0.9,2,0,1494,-7790,686,-333,-121,-1370,-1092,-5864,-70,2847,782,-2387,61.49943059,68.72,59.81745937,67.4656806,-0.020907955,0,0.026578812,0.049169289
302,-33,0.9,2,0,2030,-7660,606,-345,-136,-1449,-1210,-5844,38,2958,893,-2525,61.48387755,68.72,59.84418912,67.50947494,-0.015553043,0,0.026729753,0.043794346
302,-33,0.9,2,0,2176.078746,-7696,840,-371.6348588,-151.8476716,-1499.886956,-1313.192042,-5915.401796,103.3571429,3091.882717,1063.562369,-2656.221561,61.48,68.72020755,59.87264527,67.5528776,-0.003877551,0.000207551,0.028456152,0.043402658
302,-33,0.9,2,0,2260,-7732,1074,-409,-171,-1546,-1368,-6050,134,3205,1243,-2766,61.48,68.7236349,59.8998959,67.59083653,0,0.003427348,0.027250627,0.037958934
302,-33,0.9,2,0,2340.928977,-7638,909,-455.7394842,-202.4089466,-1596.445658,-1357.633929,-6202.628284,90.83120511,3278.267389,1407.384191,-2854.951155,61.48,68.73055637,59.92297411,67.61821946,0,0.006921472,0.023078206,0.027382924
302,-33,0.9,2,0,2382,-7544,744,-503,-235,-1659,-1331.357143,-6389.449275,-22.95011971,3342.34879,1573.647059,-2937.873249,61.48,68.7400402,59.938913,67.62989409,0,0.00948383,0.015938891,0.011674629
302,-33,0.9,2,0,2055,-7571,797,-546.2795031,-261.747619,-1773.691366,-1296.401786,-6583.045629,-183.7563847,3387.755796,1702.336397,-2999.108718,61.48,68.75115462,59.94909937,67.63,0,0.011114422,0.010186373,0.000105914
302,-33,0.9,3,0,1728,-7598,850,-570,-276,-1895,-1260,-6756,-368,3405,1754,-3023,61.48,68.76296787,59.95862877,67.63,0,0.011813247,0.009529398,0
302,-33,0.9,3,0,2328.962963,-7506.222222,519.7037037,-567.7746701,-270.5555556,-1989.546879,-1223.906232,-6887.550755,-652.7812519,3377.83153,1670.180244,-3004.402911,61.48,68.77454818,59.96744204,67.63,0,0.011580305,0.008813272,0
302,-33,0.9,3,0,3445.037037,-7335.777778,-93.7037037,-561.327118,-260.4444444,-2071.217884,-1170,-7034,-994,3310,1501,-2958,61.48,68.78496377,59.97543105,67.63,0,0.010415597,0.00798901,0
302,-33,0.9,3,0,4046,-7244,-424,-551,-255,-2106,-1042,-7280,-1286,3121,1264,-2829,61.48,68.79328289,59.98248767,67.63,0,0.008319122,0.007056612,0
302,-33,0.9,3,0,3797.715093,-7347,-238.1121441,-485.9618294,-269.5,-2014.5,-1120.125,-7560.546579,-1371.67459,2898.275417,992.2497107,-2675.8125,61.48,68.79857378,59.98850374,67.63,0,0.005290881,0.006016078,0
302,-33,0.9,3,0,3400,-7450,34,-427,-284,-1923,-1292,-7865.208071,-1432.932969,2653.547851,698.3152946,-2506.5,61.48018894,68.8,59.99337115,67.63,0.000188942,0.001426224,0.004867408,0
302,-33,0.9,3,0,3118,-7160,178,-438,-250,-1989,-1463.875,-8109.765526,-1469.724863,2400.546359,428.9732312,-2369.4375,61.48610068,68.8,59.99698175,67.63,0.005911734,0,0.003610603,0
302,-33,0.9,3,0,3243,-7275,181.9426126,-429,-246.2121212,-2047.168033,-1542,-8210,-1482,2153,231,-2313,61.49814815,68.8,59.99922742,67.63,0.012047472,0,0.002245661,0
302,-33,0.9,3,0,3368,-7390,186,-420,-245,-2103,-1519.700447,-8167.988807,-1461.259259,1909.56477,110.0620307,-2326.481481,61.51340958,68.8,60,67.63,0.01526143,0,0.000772584,0
302,-33,0.9,3,0,3016,-7174,802,-424,-333,-2160,-1456.956449,-8075.755393,-1422.740741,1667.180056,16.69960932,-2351.518519,61.52896319,68.8,60,67.62025315,0.015553608,0,0,-0.009746853
302,-33,0.9,3,0,3354.867624,-7043.285714,501,-465.1651054,-338.1934655,-2270.211039,-1360,-7984,-1402,1437,-85,-2365,61.54188719,68.8,60,67.59572332,0.012924006,0,0,-0.024529829
302,-33,0.9,3,0,3854,-6982,200,-503,-342,-2346,-995.1434599,-7907.042895,-1455.975638,1225.688094,-198.6327451,-2296.26959,61.54925982,68.8,60,67.56347661,0.007372624,0,0,-0.032246712
