locomotion_mode,terrain_info,walk_speed_info,gait_phase,gait_percentage,left_accel_x,left_accel_y,left_accel_z,left_gyro_x,left_gyro_y,left_gyro_z,right_accel_x,right_accel_y,right_accel_z,right_gyro_x,right_gyro_y,right_gyro_z,left_hip_angle,left_knee_angle,right_hip_angle,right_knee_angle,left_hip_angle_vel,left_knee_angle_vel,right_hip_angle_vel,right_knee_angle_vel
301,33,0.9,1,0,4653.622438,-4621.703556,1146.060827,95.53686636,751.5515736,3014.255981,-1404,-8048,934,-405,132,242,63.53832516,69.70942907,59.7,65.91,0.021313577,0.029429066,0.000598412,0
301,33,0.9,1,0.546448087,3758,-5438,1118,-18,256,3054,-1338,-7914,848,-435,114,330,63.55241701,69.7799308,59.7,65.91,0.014091854,0.07050173,0,0
301,33,0.9,1,1.092896175,3697.786088,-5782.312834,795.6384094,-166.9012238,22.63037543,2968.566382,-1326.092105,-7972,872.6851852,-454.7357143,122.5867347,406.3183903,63.5684703,69.8400519,59.7,65.91,0.01605329,0.060121107,0,0
301,33,0.9,1,1.639344262,3640,-6060,334,-305,-81,2807,-1322,-8030,910,-471,132,474,63.60249846,69.85,59.71391602,65.91,0.034028161,0.009948097,0.013916016,0
301,33,0.9,1,2.18579235,3109.591474,-6480.099231,-7.699236641,-411.315022,139.2360326,2635.569116,-1396,-8030,932,-486,133,531,63.64936915,69.85,59.75932617,65.91,0.046870687,0,0.045410156,0
301,33,0.9,1,2.732240437,2632,-6738,-192,-481,550,2410,-1614,-7950,876,-520,133,608,63.65,69.79660645,59.76,65.91,0.000630849,-0.053393555,0.000673828,0
301,33,0.9,1,3.278688525,3225.450439,-6673,-114.9869252,-512.459276,1126.263967,2025.444252,-1828.624968,-7944.921552,758.0182738,-526.3630081,134.9732019,641.1575687,63.65518519,69.76666667,59.76,65.91,0.005185185,-0.029939779,0,0
301,33,0.9,1,3.825136612,3882,-6608,62,-526,1512,1652,-2027.563814,-7943.157746,612.8980258,-529.5739695,140.0575149,663.838947,63.70679698,69.83302469,59.76,65.91,0.051611797,0.066358025,0,0
301,33,0.9,1,4.371584699,3960.174005,-7064.756898,505.1661142,-498,1490.005168,1469.995568,-2134,-7938,542,-534,147,674,63.72,69.82912598,59.76,65.91,0.013203018,-0.003898715,0,0
301,33,0.9,1,4.918032787,3998.215846,-8025.069352,1203.033761,-446,1425.343669,1335.314913,-2156,-7838,606,-543,160,676,63.72,69.76101074,59.76,65.91,0,-0.068115234,0,0
